token,frequency,example_sentence,canonical_form,meaning
sdk,9,4. BURNT CHEESECAKE Bahan-bahan: Cream cheese 250g Whipping cream 125ml Gula Kastor 1/2 cawan Telur 2 biji full + 1 telur kuning 1 sdk esen vanila 2 sdb tepung gandum *Cara dan setting bakar burnt cheesecake dalam air fryer dekat link ni 5. CARBONARA CHEESE ROLLS Resepi kami guna resepi ni (buat boleh simpan frozen).,,
hm,9,"Hm Dengan ura-ura Jepun nak buka border Jun ni untuk negara G7, mungkin ada yang dah bersiap-sedia untuk datang ke Jepun.",,
ec,9,"Evid Rep Technol Assess (Full Rep) 2007:1-122. [4] Hoekstra AV, Sefton EC, Berry E, et al.",,
tbs,9,"- Gula 1-2 tbs - Maggi cukup rasa 1tsp Cara penyediaan: - Mula-mula tumis garlic dengan minyak, masukkan bawang merah dan halia dan cili kering tumis sekejap masukkan sotong.",,
peng,9,"Saya gembira untuk menawarkan pengalaman ganjaran yang lebih baik ini kepada para peniaga dan ahli kami dengan B Infinite,"" kata Cik Yau Su Peng, Pengarah Jualan dan Inovasi di Berjaya Corporation Berhad.",,
chye,9,"Semak & Pulangkan, Tak Perlu Panik Mengulas isu tersebut, Timbalan Menteri Kesihatan Malaysia, YB Dr Lee Boon Chye menasihatkan kepada orang ramai supaya tidak perlu panik kerana ubat itu hanya memberi kesan negatif jika diguna untuk jangka masa panjang.",,
nano,9,"Dengan teknologi ini, nanowhite adalah satu-satunya rangkaian penjagaan kulit dengan Endorfin 'happy' yang membuka liang-liang roma untuk penyerapan yang lebih baik, serta molekul nano yang 1000 kali lebih halus untuk terus diserap masuk jauh ke dalam kulit.",,
يا,9,"Sabda Nabi SAW:- إيَّاكُمْ والدخول على النساءِ فقالَ رجلٌ منَ الأنصار يا رسولَ الله أفرأيتَ الْحَمُو قالَ الْحَمُو الموت Bermaksud : ""Janganlah kamu memasuki tempat para wanita.",,
أو,9,"Terdapat dua jenis takbir pada hari raya: TAKBIR MURSAL ATAU MUTLAQ (المرسل أو المطلق) Bermula sebaik sahaja terbenam matahari pada malam hari raya (sama ada Hari Raya Aidilfitri atau Hari Raya Aidiladha), dan ia berterusan hinggalah apabila imam mula mengangkat takbir bagi menunaikan Solat Hari Raya.",,
وء,9,,,
khoo,9,PERTOLONGAN TANPA MENGIRA SIAPA Khoo Cheng See dalam kiriman Facebook tersebut juga menyatakan lelaki tersebut begitu teruja berkongsikan kejayaan anaknya sewaktu dia membayar semula duit yang dipinjamkan kepadanya.,,
sdr,9,"co/kgs/ejnK4h) Atau anda boleh sumbangkan wang ringgit anda ke akaun: Persatuan Adab Gemilang, RHB 21245760025793 (Ref: Bantu Banjir) PIC: Sdr Afiq http://www.wasap.my/60184645926 17.Anonymous Angels Instagram: my.",,
datu,9,"LAHAD DATU: Seorang kanak-kanak perempuan berusia dua tahun sembilan bulan meninggal dunia selepas tertinggal dalam kereta yang dipandu ibunya di Taman Aman, dekat sini pada Rabu.",,
كان,9,"Nabi SAW memerintahkan umatnya agar sentiasa menjaga kata-kata daripada terjebak dengan perkataan yang dilarang oleh syarak, sabda Baginda: من كان يؤمن بالله واليوم الآخر فليقل خيراً أو ليصمت Maksudnya: Sesiapa yang beriman kepada Allah SWT dan hari akhirat maka hendaklah dia berkata-kata yang baik ataupun diam Riwayat al-Bukhari (6475) Menurut hadis di atas, seorang Muslim dituntut agar menuturkan kata-kata yang baik ketika bergurau mahupun ketika perbincangan atau suasana yang serius.",,
fil,9,"1. Amalkan Zikir Amalkan juga zikir ini sebagai pendinding daripada penyakit 'ain serta musibah lain : بِسْمِ اللهِ الَّذِىْ لاَيَضُرُّ مَعَ اسْمِهِ شَيْئٌ فِى اْلاَرِضِ وَلاَ فِى السَّمَآءِ وَهُوَ السَّمِيْعُ الْعَلِيْمُ Bacaan Rumi : Bismillahillazi layadurru ma'asmihi syai'un fil ardi wala fis sama'i wa huwassami'ul 'alim Maksud : Dengan nama Allah yang bila disebut, segala sesuatu di bumi dan di langit tidak akan berbahaya, DIALAH yang Maha Mendengar lagi Maha Mengetahui.",,
xl,9,"Senarai penuh: Galaxy Trend Lite Galaxy Trend II Galaxy SII Galaxy S3 mini Galaxy Xcover 2 Galaxy Core Galaxy Ace 2 Lucid 2 Optimus F7 Optimus F5 Optimus L3 II Dual Optimus F5 Optimus L5 Best L5 II Optimus L5 Dual Best L3 II Optimus L7 Optimus L7 II Dual Best L7 II Optimus F6, Enact Optimus L4 II Dual Optimus F3 Best L4 II Best L2 II Optimus Nitro HD Optimus 4X HD Optimus F3Q ZTE V956 Grand X Quad V987 Grand Memo Xperia Miro Xperia Neo L Xperia Arc S Alcatel Ascend G740 Ascend Mate Ascend D Quad XL Ascend D1 Quad XL Ascend P1 S Ascend D2 Archos 53 Platinum HTC Desire 500 Caterpillar Cat B15 Wiko Cink Five Wiko Darknight Lenovo A820 UMi X2 Run F1 THL W8 iPhone SE iPhone 6S iPhone 6S Plus.",,
kdnk,9,"""Dari segi KDNK tahun 2021, ekonomi kita berkembang pa­ling corot jika dibandingkan dengan negara-negara ASEAN lain"".",,
kote,9,Anak-anak lelaki ni fasa kote gatal ni dia lain tau.,,
prn,9,"Tahukah anda, PRN telah menerima 3 kes kanak- kanak termakan ""candy detergent"" ini dalam tempoh kurang 24 jam?",,
mof,9,"Lagi Mudah, Tak Payah Install Banyak Apps Maklumat Lanjut Untuk maklumat lanjut berkaitan Pembayaran BPR Fasa 2 ini, sila rujuk saluran berikut: Hotline BPR LHDNM: 1-800-88-2747 Hotline BPR MoF: 03-8882 4565/03-8882 4566 E-mel: [email protected].",,
ykn,9,"Tiga lagi Anjung Kasih iaitu dua di Hospital Putrajaya dan sebuah di Kota Kinabalu dijangka mula dibina tahun ini dan akan siap menjelang tahun 2021. Sejak ditubuhkan pada 2006 hingga kini, katanya terdapat 12 Anjung Kasih YKN beroperasi di hospital kerajaan di seluruh negara iaitu Sarawak (tiga), Pahang (dua), Selangor (dua) dan masing-masing sebuah di Perak, Negeri Sembilan, Pulau Pinang, Perlis serta Kedah.",,
afif,9,"Bapa kepada Afif Ajmal Zulkifli, 18, merupakan seorang Penolong Kanan Petang Sekolah Menengah Kebangsaan (SMK) Dato' Abdul Rahman Andak (SDARA).",,
ooo,9,Penat ooo tolong ss smua ni hahaha.,,
pei,9,"NAK LAGI MUDAH, CUBA NIN JIOM PEI PA KOA NI.",,
hs,9,Mayat kemudian dirujuk ke Unit Forensik HS untuk dibedah siasat bagi mengenal pasti punca kematian.,,
euro,9,"Dengan portfolio yang unik 32 jenama antarabangsa, pelbagai dan saling melengkapi, Kumpulan menjana jualan berjumlah kepada 22.5 bilion euro pada 2014 dan menggaji 78.600 orang di seluruh dunia.",,
ltd,9,"Mari lihat perincian di bawah oleh Darren Breen, Pengarah Urusan iMEDicare Ltd, peruncit British yang membekalkan aksesori untuk disfungsi erektil, yang mendedahkan bahawa terdapat tujuh jenis bentuk zakar.",,
kann,9,Anak dah 2 tahun pun tak tentu lagi akan mengandung dalam masa terdekat kann?,,
sorg,9,"Sampai tetiba hari ke-14 Maryam tak nak menyusu menangis non stop, sampaikan mommy hampir nak meroyan masa tu, lagipun berpantang sorg diri, rupa-rupanya Maryam selama ni menyusu badan mommy cuma kosong, 14 hari Maryam menahan lapar dahaga & Maryam anak yang sangat baik.",,
رسول,9,"Pesan Nabi SAW : عن أبي سعيد الخدري ، أن النبي صلى الله عليه وسلم قال : « إياكم وخضراء الدمن » ، فقيل : يا رسول الله ، وما خضراء الدمن ؟ قال : « المرأة الحسناء في المنبت السوء » Dari Abu Sa'id al Khudry radhiyallahu 'anhu, Rasulullah shallallahu 'alaihi wa sallam bersabda, ""Jauhilah khadhraaad diman"".",,
dc,9,"Menggunakan teknologi motor DC yang menjimatkan tenaga Jika anda mahukan kipas yang menjimatkan tenaga, Kipas Siling RAFFICA memang pilihan tepat.",,
الث,9,,,
obs,9,Sasar empat kumpulan utama OBS!,,
smpi,9,klu tak sbb susu basi smpi kesudah sy takleh beza antara full cream dan fresh milk.,,
ikot,9,"1.Resepi Nescafe Ais kaw -Nescafe 3 sudu kecil -Susu pekat ikot tekak nak manis mana -Air setengah gelas, jangan banyak nanti air tak kaw -Kacau-kacau lama-lama,masukkan ais dalam plastik.",,
lia,9,Sini Lia tunjukkan cara mudah nak beli 1 dinar emas (4.25 gram) dengan bulanan RM100 je.,,
pama,9,"Foto: Majalah PaMa Adakah anda tahu kepentingan ubat gigi Jika kita lihat, memang banyak jenama ubat gigi khas untuk kanak-kanak dijual dipasaran.",,
vsp,9,"Sebenarnya, kini anda boleh memaklumkan ketiadaan anda terus kepada PDRM melalui aplikasi VSP yang dibangunkan khusus sebagai inisiatif untuk membanteras jenayah.",,
ika,9,"BAHAN-BAHAN YANG DIGUNAKAN: -Beras (takda pun tak apa tapi ni untuk bagi tahan lama) -Minyak masak -Tisu @ perca kain -Lighter Video penuh: View this post on Instagram A post shared by Ika Radiusite (@ikaradiusite) Teruskan Membaca Related Items:cara buat lilin, lilin emergency Recommended for you Alamak Elektrik Terputus Pulak!",,
url,9,Lepas tu tekan butang 'SHORTEN' untuk dapatkan URL yang dah disingkatkan.,,
naan,9,Begitu juga dengan sajian roti naan keju (cheese naan) yang mendapat sambutan yang hangut di Malaysia.,,
وج,9,,,
xy,9,Baja yang saya gunakan adalah baja XY atau boleh guna baja AB atau baja biji pun boleh je.,,
pops,9,"Lihat gambar 1 dan 2. Sila lihat video Zirafah bersalin di dalam bahagian comment, anaknya dengan senang akan keluar tanpa apa-apa halangan tulang belakang ibu, dan saluran peranakannya berbentuk silinder dan bulat, ""Baby pops out"".",,
spr,9,- SPR benarkan dia datang berteman.,,
لى,9,,,
ea,9,Boleh rujuk EA Form anda.,,
lpt,9,"Jadi, untuk anda yang akan menggunakan Lebuhraya KL-Karak (KLK) dan Lebuhraya Pantai Timur Fasa 1 (LPT 1) sempena cuti perayaan, boleh ikuti cadangan waktu yang dimuat naik di Facebook rasmi milik LPT.",,
daro,9,"1. Perlis Hospital Tuanku Fauziah, Kangar 2. Kedah Hospital Sultanah Bahiyah - suami boleh masuk teman isteri Hospital Sultan Abdul Halim - suami boleh masuk teman isteri Hospital Kulim - suami boleh masuk teman isteri Hospital Langkawi - suami boleh masuk teman isteri Hospital Baling Hospital Sik Hospital Yan Hospital Jitra Hospital Kuala Nerang 3. Pulau Pinang Hospital Pulau Pinang - suami boleh masuk teman isteri Hospital Seberang Jaya Hospital Bukit Mertajam - suami boleh masuk teman isteri Hospital Kepala Batas Hospital Sungai Bakap Hospital Balik Pulau 4. Perak Hospital Raja Permaisuri Bainun, Ipoh - suami boleh masuk teman isteri Hospital Taiping Hospital Teluk Intan - suami boleh masuk teman isteri Hospital Seri Manjung Hospital Slim River - suami boleh masuk teman isteri saat bayi mahu keluar sahaja Hospital Batu Gajah Hospital Kuala Kangsar Hospital Tapah Hospital Parit Buntar Hospital Kampar Hospital Sungai Siput Hospital Selama Hospital Gerik Hospital Changkat Melintang 5. Selangor Hospital Tengku Ampuan Rahimah, Klang Hospital Selayang - suami boleh masuk teman isteri Hospital Serdang - suami boleh masuk teman isteri Hospital Kajang Hospital Banting Hospital Ampang - suami boleh masuk teman isteri Hospital Kuala Kubu Baru Hospital Tanjung Karang Hospital Tengku Ampuan Jemaah, Sabak Bernam Hospital Sungai Buloh - suami boleh masuk teman isteri 6. Wilayah Persekutuan Kuala Lumpur Hospital Kuala Lumpur - suami boleh masuk teman isteri 7. Wilayah Persekutuan Putrajaya ￼ Hospital Putrajaya - suami boleh masuk teman isteri 8. Wilayah Persekutuan Labuan Hospital Labuan 9. Negeri Sembilan Hospital Tuanku Jaafar - suami boleh masuk teman isteri Hospital Tuanku Ampuan Najihah - suami boleh masuk teman isteri Hospital Tampin Hospital Port Dickson - suami boleh masuk teman isteri, kena isi borang dulu Hospital Jelebu - suami boleh masuk teman isteri Hospital Jempol 10. Melaka Hospital Melaka - suami boleh masuk teman isteri Hospital Alor Gajah Hospital Jasin 11. Johor Hospital Sultanah Aminah Johor Bahru - suami boleh masuk teman isteri Hospital Sultanah Fatimah, Muar - suami boleh masuk teman isteri Hospital Batu Pahat - suami boleh masuk teman isteri, kena pergi kursus dahulu Hospital Kluang - suami boleh masuk teman isteri Hospital Segamat - suami boleh masuk teman isteri Hospital Kota Tinggi Hospital Pontian Hospital Temenggong Ibrahim, Kulai jaya Hospital Tangkak Hospital Mersing - suami boleh masuk teman isteri Hospital Sultan Ismail, Johor Bahru - suami boleh masuk teman isteri 12. Pahang Hospital Tengku Ampuan Afzan, Kuantan - suami boleh masuk teman isteri Hospital Sultan Haji Ahmad Shah, Temerloh - suami boleh masuk teman isteri Hospital Kuala Lipis - suami boleh masuk teman isteri Hospital Bentong Hospital Sultanah Hajjah Kalsom, Cameron Highlands Hospital Raub Hospital Jerantut Hospital Jengka Hospital Muadzam Shah Hospital Pekan 13. Terengganu Hospital Sultanah Nur Zahirah, Kuala Terengganu - suami boleh masuk teman isteri Hospital Kemaman Hospital Dungun Hospital Besut Hospital Hulu Terengganu Hospital Setiu 14. Kelantan Hospital Raja Perempuan Zainab II, Kota Bahru - suami boleh masuk teman isteri Hospital Kuala Krai Hospital Pasir Mas Hospital Tanah Merah Hospital Tumpat Hospital Tengku Anis, Pasir Puteh - suami boleh masuk teman isteri Hospital Machang Hospital Gua Musang Hospital Jeli 15. Sarawak Hospital Umum Sarawak, Kuching - suami boleh masuk teman isteri Hospital Sibu - suami boleh masuk teman isteri Hospital Miri Hospital Bintulu - suami boleh masuk teman isteri Hospital Kapit Hospital Sarikei Hospital Sri Aman Hospital Saratok Hospital Kanowit Hospital Limbang Hospital Serian Hospital Daro Hospital Betong Hospital Bau Hospital Mukah Hospital Simunjan Hospital Marudi Hospital Lundu Hospital Lawas 16. Sabah Hospital Wanita & Kanak-Kanak Sabah (Likas) - suami boleh masuk teman isteri Hospital Duchess of Kent Hospital Tawau Hospital Keningau Hospital Lahad Datu Hospital Beaufort Hospital Kudat Hospital Kota Belud Hospital Sipitang Hospital Tenom Hospital Ranau Hospital Papar Hospital Kinabatangan Hospital Kota Marudu Hospital Semporna Hospital Beluran Hospital Tambunan Hospital Kunak Hospital Pitas Hospital Kuala Penyu ￼￼￼ Senarai Hospital Rakan Suami Di Bawah Kementerian Pengajian Tinggi Malaysia Hospital Universiti Sains Malaysia, Kelantan - suami boleh masuk teman isteri Pusat Perubatan Universiti Malaya (PPUM / UMMC) - sudah dimansuhkan.",,
svm,9,"Sukan semasa sesi persekolahan Aktiviti kokurikulum bersemuka Sebarang bentuk perhimpunan sekolah Sebarang bentuk majlis atau program yang mengumpulkan lebih daripada 10 orang Menurut garis panduan yang di keluarkan, sekiranya sekolah dibuka kelak sesi persekolahan hanya bagi kelas peperiksaan sahaja (SPM, SVM, STPM dan STAM).",,
egcg,9,Kandungan antioksidan EGCG dan L-theanine dalam matcha juga lebih concentrated.,,
oap,9,"DAY 3 : ( COVER KYOTO ) using KTP 3 days 1.Kyoto Tower (Syinimamiya Station to Kyoto Station ) 2.Arashiyama Bamboo Grove (By bus free using KTP) 3.Starbuck Tatami 4.Lunch di Curry Club Ruu ( sebelahan starbuck tatami ) 5.Nishiki Market (Kawaramachi Station) 6.Gion (Gion-Shijo Station) 7.Fushimi-Inari Taisya (Fushimi-inari Station) DAY 4 : ( Cover OSAKA ) using OAP 1 day 1.Osaka Castle Museum (turun Osaka business Park Station) 2.Osaka Museum of Housing living (Tenjinbashisuji 6-chome Station) 3.HEP5 Ferris Wheel (Umeda Station) 4.Umeda Floating Obersavatory Umeda Sky Building ( jalan kaki 10 minit dari Umeda Station ) 5.Santa Maria Cruise ( Osakako Station ) 6.Universal Studio Japan ( naik boat captain line), bergambar depan Globe USJ & Hard Rock Cafe Osaka 7.Tempozan Ferris Wheel ( naik waktu malam memang lawa bak ang view dia ) 8.Kaiyukan Aquarium ( bergambar je sebab memang lawa giler dengan gemerlapan lampu warna warna di situ ) 9.Cruise Dontonbori DAY 5 ( santai dan shooping ) : Explore area Ebisucho.",,
punb,9,min nak kongsikan senarai produk-produk dan perkhidmatan daripada Rakan Usahawan PUNB yang wajib anda cuba.,,
wiyo,9,Wiyo Malaysia buat tawaran harga istimewa!,,
eira,9,Adeline Tsen dan Eira Syazira turut rekomen untuk guna Doropu Introducing NEW shinebright application - Doropu [email protected] ?,,
mgtt,9,Foto kredit: homeremediesforthrushinadults.com Ujian Ketahanan Glukosa Ujian ketahanan glukosa atau MGTT (Modified Glucose Tolerance Test) atau minum air gula semasa hamil adalah satu prosedur untuk mengesan diabetes gestasi yang boleh dihidapi oleh wanita mengandung.,,
jia,9,"Ahli KidZania CongreZZ Alysha Chin Jia Qi, 11, dari SK Taman Megah membuat demonstrati tentang Augmented Reality Jangan lepaskan peluang yang mengujakan ini di Program KidZ & Tech KidZania Kuala Lumpur (28 Mei hingga 12 Jun) - untuk masa terhad, diskaun istimewa bagi tiket biasa turut disediakan, oleh itu layari www.kidzania.com.my untuk maklumat lanjut!",,
ziff,9,"Media Prima Digital, satu daripada syarikat media digital terkemuka di Asia Tenggara, hari ini mengumumkan kerjasama dengan syarikat media digital global Ziff Davis, yang merupakan sebahagian dari J2 Global, untuk mengendali operasi IGN Southeast Asia (sea.",,
شـ,9,,,
hir,9,,,
aceh,9,"Pelajar Perubatan tahun keempat dari Kolej Universiti Sains Perubatan Cyberjaya (CUCMS) telah menganjurkan program amal yang dinamakan Program Kesedaran Perubatan Holistik CUCMS-Acheh 2016 (CHARMS) di Banda Aceh, Indonesia yang berlangsung pada 26 hingga 30 Julai 2016. Program ini bertujuan untuk membentuk dan meningkatkan kemahiran pelajar dalam bidang seperti komunikasi, klinikal dan pengurusan.",,
sayf,9,"Menerusi posting seorang ibu bernama Adawiyah, anak lelakinya bernama Sayf Mecca itu mengambil keputusan untuk menjual koleksi mainannya kerana berpunca daripada maskot Mickey Mouse di McDonalds.",,
nips,9,"Resipi Biskut Nestum Rangup Dengan Madu, Cip Coklat & Almond Bahan A 250g butter / marjerin 1/2 cawan gula perang halus 1 penutup esen vanila 2 sudu besar madu Bahan B 1 sudu kecil baking powder 1/2 sudu kecil soda bikarbonat 1 sudu besar tepung beras 1 sudu besar tepung jagung Bahan C 1 1/2 cawan tepung gandum Bahan D 2 sudu besar susu tepung Bahan E 1/2 cawan nestum 1/2 cawan cip coklat 1/2 cawan almond nips / strip Cara-cara 1. Gaul Bahan Mula-mula gaul rata bahan A. Nak senang saya gunakan whisk, kalau tak ada guna senduk biasa pun boleh.",,
vii,8,"Sementara itu, pada masa sama, berkuat kuasa mulai 1 Januari 2020, tarif untuk abstraksi, mengambil air mentah dari mana-mana aliran, sungai, menyedut air atau sumber bawah tanah sebagaimana yang dinyatakan dalam Bahagian VII Jadual Keempat Bekalan Air Peraturan 1995 akan dinaikkan daripada kadar semasa 1 sen satu meter padu kepada 2.5 sen bagi setiap meter padu.",,
laws,8,"Terima kasih dari kami anak2 mak & ayah : 1) Anas bin Fauzi Bachelor of Laws, 2002 2) Maryam bt Fauzi Bachelor of Laws, 2003 Master in Comparative Laws, 2004 3) Asiah bt Fauzi Bachelor of Human Science, 2004 Master in Human Science (Psychology), 2012 4) Sumayyah bt Fauzi Bachelor of Laws, 2005 Master in Comparative Laws, 2009 5) Fatimah bt Fauzi Bachelor Bio Chemical - Bio Technology Engineering, 2009 6) Muadz bin Fauzi Bachelor of Information Technology, 2009 7) Aishah bt Fauzi Bachelor of Laws, 2012 Bachelor of Laws (Shari'ah), 2013 8)Asma' bt Fauzi Al-Hafizah Bachelor of Mathematical Science, 2011 9) Dr Abdul Rahman bin Fauzi Al-Hafiz Bachelor of Dentistry, 2015 10) Dr Abdullah bin Fauzi Al-Hafiz Bachelor of Medicine & Surgery, 2018 SIAPA MAK AYAH DI MATA KAMI?",,
qs,8,Penjelasan ini juga telah diringkaskan dalam salah satu ayat iaitu QS.,,
cth,8,Cth : COP NAMA.,,
ext,8,Breastfeeding Support Group Tel: 03-4270 2500; ext.,,
café,8,"Menurut laman web hotel, harga untuk 2 orang dewasa setiap malam, satu bilik ialah RM2320, dan pakej termasuk sarapan pagi setiap hari, minum petang di Barbie™ Café, satu hadiah kejutan setiap penginapan, tempat letak kenderaan percuma dan WiFi.",,
wars,8,"11street membantu anak mengumpul apa saja hobi, termasuklah item unik daripada Star Wars, Gundam, atau Drones.",,
xpax,8,"Memperkenalkan Celcom Xpax's Reload Savings untuk Magic SIM Pada karnival ulang tahun pertamanya, 11street turut mengumumkan kerjasama dengan XPax, jenama unggul prabayar untuk belia di bawah Celcom Axiata Berhad dengan melancarkan 10% Penjimatan Pra-bayar Ekslusif Sepanjang Tahun untuk Magic SIM sebagai sebahagian daripada Shocking Deals, di mana pelanggan baharu Magic SIM boleh menikmati lebih banyak kredit dengan Shocking Deals yang mengujakan ini.",,
